station,init_utc,fhour,valid_utc,var,val
ZSQD_NEW,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,u10,-2.707
ZBAA,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,v10,0.345
ZGGG,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,v10,4.915
ZGSZ,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,v10,6.005
ZHCC,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,v10,-1.295
ZHHH,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,v10,1.315
ZSJN,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,v10,-1.955
ZSPD,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,v10,10.135
ZSQD,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,v10,2.225
ZUCK,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,v10,-1.805
ZUUU,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,v10,-0.675
ZSQD_NEW,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,v10,3.645
ZBAA,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,tcc,100.0
ZGGG,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,tcc,38.3
ZGSZ,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,tcc,36.6
ZHCC,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,tcc,100.0
ZHHH,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,tcc,100.0
ZSJN,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,tcc,100.0
ZSPD,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,tcc,100.0
ZSQD,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,tcc,100.0
ZUCK,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,tcc,100.0
ZUUU,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,tcc,100.0
ZSQD_NEW,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,tcc,100.0
ZBAA,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,dswrf,0.0
ZGGG,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,dswrf,0.0
ZGSZ,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,dswrf,0.0
ZHCC,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,dswrf,0.0
ZHHH,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,dswrf,0.0
ZSJN,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,dswrf,0.0
ZSPD,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,dswrf,0.0
ZSQD,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,dswrf,0.0
ZUCK,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,dswrf,0.0
ZUUU,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,dswrf,0.0
ZSQD_NEW,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,dswrf,0.0
ZBAA,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,hpbl,444.668
ZGGG,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,hpbl,496.588
ZGSZ,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,hpbl,473.068
ZHCC,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,hpbl,87.068
ZHHH,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,hpbl,165.628
ZSJN,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,hpbl,143.868
ZSPD,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,hpbl,453.228
ZSQD,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,hpbl,138.348
ZUCK,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,hpbl,202.188
ZUUU,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,hpbl,38.508
ZSQD_NEW,2024-04-01T00:00:00+00:00,17,2024-04-01T17:00:00+00:00,hpbl,204.748
ZBAA,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,prmsl,101088.925
ZGGG,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,prmsl,100766.125
ZGSZ,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,prmsl,100889.725
ZHCC,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,prmsl,100509.125
ZHHH,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,prmsl,100255.125
ZSJN,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,prmsl,100688.925
ZSPD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,prmsl,100929.925
ZSQD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,prmsl,100968.725
ZUCK,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,prmsl,100049.525
ZUUU,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,prmsl,100099.525
ZSQD_NEW,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,prmsl,100926.325
ZBAA,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,sp,100645.019
ZGGG,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,sp,99848.219
ZGSZ,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,sp,100688.219
ZHCC,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,sp,98777.819
ZHHH,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,sp,99941.019
ZSJN,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,sp,99814.619
ZSPD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,sp,100905.819
ZSQD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,sp,99349.019
ZUCK,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,sp,95838.619
ZUUU,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,sp,94480.219
ZSQD_NEW,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,sp,100600.219
ZBAA,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,t2m,284.219
ZGGG,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,t2m,298.119
ZGSZ,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,t2m,297.219
ZHCC,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,t2m,290.519
ZHHH,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,t2m,293.119
ZSJN,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,t2m,289.419
ZSPD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,t2m,288.319
ZSQD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,t2m,285.719
ZUCK,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,t2m,291.519
ZUUU,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,t2m,293.219
ZSQD_NEW,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,t2m,282.619
ZBAA,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,r2,23.6
ZGGG,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,r2,82.2
ZGSZ,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,r2,92.1
ZHCC,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,r2,93.6
ZHHH,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,r2,92.8
ZSJN,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,r2,47.5
ZSPD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,r2,87.4
ZSQD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,r2,75.3
ZUCK,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,r2,91.7
ZUUU,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,r2,76.6
ZSQD_NEW,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,r2,86.9
ZBAA,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,u10,-1.139
ZGGG,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,u10,-1.769
ZGSZ,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,u10,-1.419
ZHCC,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,u10,-1.979
ZHHH,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,u10,-1.629
ZSJN,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,u10,-0.269
ZSPD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,u10,-2.829
ZSQD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,u10,-0.749
ZUCK,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,u10,-1.599
ZUUU,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,u10,-1.479
ZSQD_NEW,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,u10,-2.819
ZBAA,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,v10,0.269
ZGGG,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,v10,4.549
ZGSZ,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,v10,5.839
ZHCC,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,v10,-3.061
ZHHH,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,v10,1.239
ZSJN,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,v10,-1.431
ZSPD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,v10,10.849
ZSQD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,v10,1.429
ZUCK,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,v10,-1.371
ZUUU,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,v10,-0.101
ZSQD_NEW,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,v10,2.759
ZBAA,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,tcc,100.0
ZGGG,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,tcc,39.6
ZGSZ,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,tcc,31.9
ZHCC,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,tcc,100.0
ZHHH,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,tcc,100.0
ZSJN,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,tcc,100.0
ZSPD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,tcc,100.0
ZSQD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,tcc,100.0
ZUCK,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,tcc,100.0
ZUUU,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,tcc,100.0
ZSQD_NEW,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,tcc,100.0
ZBAA,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,dswrf,0.0
ZGGG,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,dswrf,0.0
ZGSZ,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,dswrf,0.0
ZHCC,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,dswrf,0.0
ZHHH,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,dswrf,0.0
ZSJN,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,dswrf,0.0
ZSPD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,dswrf,0.0
ZSQD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,dswrf,0.0
ZUCK,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,dswrf,0.0
ZUUU,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,dswrf,0.0
ZSQD_NEW,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,dswrf,0.0
ZBAA,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,hpbl,265.937
ZGGG,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,hpbl,477.297
ZGSZ,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,hpbl,444.257
ZHCC,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,hpbl,275.457
ZHHH,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,hpbl,73.217
ZSJN,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,hpbl,124.417
ZSPD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,hpbl,467.617
ZSQD,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,hpbl,77.617
ZUCK,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,hpbl,190.897
ZUUU,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,hpbl,41.457
ZSQD_NEW,2024-04-01T00:00:00+00:00,18,2024-04-01T18:00:00+00:00,hpbl,179.057
ZBAA,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,prmsl,101093.788
ZGGG,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,prmsl,100723.388
ZGSZ,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,prmsl,100784.988
ZHCC,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,prmsl,100446.188
ZHHH,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,prmsl,100168.388
ZSJN,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,prmsl,100696.988
ZSPD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,prmsl,100848.788
ZSQD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,prmsl,100893.188
ZUCK,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,prmsl,99968.188
ZUUU,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,prmsl,100049.988
ZSQD_NEW,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,prmsl,100842.188
ZBAA,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,sp,100649.944
ZGGG,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,sp,99806.744
ZGSZ,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,sp,100584.344
ZHCC,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,sp,98713.944
ZHHH,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,sp,99854.744
ZSJN,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,sp,99821.144
ZSPD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,sp,100824.344
ZSQD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,sp,99275.544
ZUCK,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,sp,95761.944
ZUUU,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,sp,94427.544
ZSQD_NEW,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,sp,100515.544
ZBAA,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,t2m,284.2
ZGGG,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,t2m,297.8
ZGSZ,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,t2m,297.3
ZHCC,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,t2m,289.9
ZHHH,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,t2m,293.1
ZSJN,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,t2m,289.2
ZSPD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,t2m,288.0
ZSQD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,t2m,285.9
ZUCK,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,t2m,291.4
ZUUU,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,t2m,292.6
ZSQD_NEW,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,t2m,282.8
ZBAA,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,r2,23.6
ZGGG,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,r2,84.5
ZGSZ,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,r2,91.5
ZHCC,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,r2,91.3
ZHHH,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,r2,93.5
ZSJN,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,r2,48.1
ZSPD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,r2,90.7
ZSQD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,r2,77.5
ZUCK,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,r2,92.3
ZUUU,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,r2,80.5
ZSQD_NEW,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,r2,88.5
ZBAA,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,u10,0.39
ZGGG,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,u10,-2.08
ZGSZ,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,u10,-2.5
ZHCC,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,u10,-2.33
ZHHH,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,u10,-2.52
ZSJN,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,u10,-0.39
ZSPD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,u10,-3.78
ZSQD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,u10,-1.36
ZUCK,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,u10,-0.67
ZUUU,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,u10,-0.92
ZSQD_NEW,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,u10,-3.25
ZBAA,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,v10,-0.311
ZGGG,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,v10,4.009
ZGSZ,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,v10,6.379
ZHCC,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,v10,-3.591
ZHHH,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,v10,0.779
ZSJN,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,v10,-2.011
ZSPD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,v10,10.709
ZSQD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,v10,1.559
ZUCK,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,v10,-1.541
ZUUU,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,v10,0.989
ZSQD_NEW,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,v10,2.619
ZBAA,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,tcc,100.0
ZGGG,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,tcc,51.7
ZGSZ,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,tcc,30.9
ZHCC,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,tcc,100.0
ZHHH,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,tcc,100.0
ZSJN,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,tcc,100.0
ZSPD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,tcc,100.0
ZSQD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,tcc,100.0
ZUCK,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,tcc,100.0
ZUUU,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,tcc,100.0
ZSQD_NEW,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,tcc,100.0
ZBAA,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,dswrf,0.0
ZGGG,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,dswrf,0.0
ZGSZ,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,dswrf,0.0
ZHCC,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,dswrf,0.0
ZHHH,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,dswrf,0.0
ZSJN,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,dswrf,0.0
ZSPD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,dswrf,0.0
ZSQD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,dswrf,0.0
ZUCK,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,dswrf,0.0
ZUUU,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,dswrf,0.0
ZSQD_NEW,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,dswrf,0.0
ZBAA,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,hpbl,159.211
ZGGG,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,hpbl,422.891
ZGSZ,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,hpbl,471.531
ZHCC,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,hpbl,256.491
ZHHH,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,hpbl,138.251
ZSJN,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,hpbl,160.651
ZSPD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,hpbl,492.331
ZSQD,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,hpbl,89.131
ZUCK,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,hpbl,157.451
ZUUU,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,hpbl,54.571
ZSQD_NEW,2024-04-01T00:00:00+00:00,19,2024-04-01T19:00:00+00:00,hpbl,185.931
ZBAA,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,prmsl,101066.169
ZGGG,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,prmsl,100688.769
ZGSZ,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,prmsl,100744.369
ZHCC,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,prmsl,100445.369
ZHHH,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,prmsl,100158.569
ZSJN,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,prmsl,100701.769
ZSPD,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,prmsl,100754.569
ZSQD,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,prmsl,100830.769
ZUCK,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,prmsl,99913.769
ZUUU,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,prmsl,100053.569
ZSQD_NEW,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,prmsl,100785.169
ZBAA,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,sp,100623.325
ZGGG,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,sp,99772.125
ZGSZ,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,sp,100543.325
ZHCC,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,sp,98709.725
ZHHH,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,sp,99845.725
ZSJN,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,sp,99824.925
ZSPD,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,sp,100730.525
ZSQD,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,sp,99212.125
ZUCK,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,sp,95708.125
ZUUU,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,sp,94424.925
ZSQD_NEW,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,sp,100460.125
ZBAA,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,t2m,284.203
ZGGG,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,t2m,297.503
ZGSZ,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,t2m,297.503
ZHCC,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,t2m,289.403
ZHHH,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,t2m,293.203
ZSJN,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,t2m,288.603
ZSPD,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,t2m,287.703
ZSQD,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,t2m,285.603
ZUCK,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,t2m,291.303
ZUUU,2024-04-01T00:00:00+00:00,20,2024-04-01T20:00:00+00:00,t2m,291.903
